filepath,label
augmented_dataset\sandstorm\3055.jpg,sandstorm
augmented_dataset\sandstorm\3056.jpg,sandstorm
augmented_dataset\sandstorm\3057.jpg,sandstorm
augmented_dataset\sandstorm\3058.jpg,sandstorm
augmented_dataset\sandstorm\3059.jpg,sandstorm
augmented_dataset\sandstorm\3060.jpg,sandstorm
augmented_dataset\sandstorm\3061.jpg,sandstorm
augmented_dataset\sandstorm\3062.jpg,sandstorm
augmented_dataset\sandstorm\3063.jpg,sandstorm
augmented_dataset\sandstorm\3064.jpg,sandstorm
augmented_dataset\sandstorm\3065.jpg,sandstorm
augmented_dataset\sandstorm\3066.jpg,sandstorm
augmented_dataset\sandstorm\3067.jpg,sandstorm
augmented_dataset\sandstorm\3068.jpg,sandstorm
augmented_dataset\sandstorm\3069.jpg,sandstorm
augmented_dataset\sandstorm\3070.jpg,sandstorm
augmented_dataset\sandstorm\3071.jpg,sandstorm
augmented_dataset\sandstorm\3072.jpg,sandstorm
augmented_dataset\sandstorm\3073.jpg,sandstorm
augmented_dataset\sandstorm\3074.jpg,sandstorm
augmented_dataset\sandstorm\3075.jpg,sandstorm
augmented_dataset\sandstorm\3076.jpg,sandstorm
augmented_dataset\sandstorm\3077.jpg,sandstorm
augmented_dataset\sandstorm\3078.jpg,sandstorm
augmented_dataset\sandstorm\3079.jpg,sandstorm
augmented_dataset\sandstorm\3080.jpg,sandstorm
augmented_dataset\sandstorm\3081.jpg,sandstorm
augmented_dataset\sandstorm\3082.jpg,sandstorm
augmented_dataset\sandstorm\3083.jpg,sandstorm
augmented_dataset\sandstorm\3084.jpg,sandstorm
augmented_dataset\sandstorm\3085.jpg,sandstorm
augmented_dataset\sandstorm\3086.jpg,sandstorm
augmented_dataset\sandstorm\3087.jpg,sandstorm
augmented_dataset\sandstorm\3088.jpg,sandstorm
augmented_dataset\sandstorm\3089.jpg,sandstorm
augmented_dataset\sandstorm\3090.jpg,sandstorm
augmented_dataset\sandstorm\3091.jpg,sandstorm
augmented_dataset\sandstorm\3092.jpg,sandstorm
augmented_dataset\sandstorm\3093.jpg,sandstorm
augmented_dataset\sandstorm\3094.jpg,sandstorm
augmented_dataset\sandstorm\3095.jpg,sandstorm
augmented_dataset\sandstorm\3096.jpg,sandstorm
augmented_dataset\sandstorm\3097.jpg,sandstorm
augmented_dataset\sandstorm\3098.jpg,sandstorm
augmented_dataset\sandstorm\3099.jpg,sandstorm
augmented_dataset\sandstorm\3100.jpg,sandstorm
augmented_dataset\sandstorm\3101.jpg,sandstorm
augmented_dataset\sandstorm\3102.jpg,sandstorm
augmented_dataset\sandstorm\3103.jpg,sandstorm
augmented_dataset\sandstorm\3104.jpg,sandstorm
augmented_dataset\sandstorm\3105.jpg,sandstorm
augmented_dataset\sandstorm\3106.jpg,sandstorm
augmented_dataset\sandstorm\3107.jpg,sandstorm
augmented_dataset\sandstorm\3108.jpg,sandstorm
augmented_dataset\sandstorm\3109.jpg,sandstorm
augmented_dataset\sandstorm\3110.jpg,sandstorm
augmented_dataset\sandstorm\3111.jpg,sandstorm
augmented_dataset\sandstorm\3112.jpg,sandstorm
augmented_dataset\sandstorm\3113.jpg,sandstorm
augmented_dataset\sandstorm\3114.jpg,sandstorm
augmented_dataset\sandstorm\3115.jpg,sandstorm
augmented_dataset\sandstorm\3116.jpg,sandstorm
augmented_dataset\sandstorm\3117.jpg,sandstorm
augmented_dataset\sandstorm\3118.jpg,sandstorm
augmented_dataset\sandstorm\3119.jpg,sandstorm
augmented_dataset\sandstorm\3120.jpg,sandstorm
augmented_dataset\sandstorm\3121.jpg,sandstorm
augmented_dataset\sandstorm\3122.jpg,sandstorm
augmented_dataset\sandstorm\3123.jpg,sandstorm
augmented_dataset\sandstorm\3124.jpg,sandstorm
augmented_dataset\sandstorm\3125.jpg,sandstorm
augmented_dataset\sandstorm\3126.jpg,sandstorm
augmented_dataset\sandstorm\3127.jpg,sandstorm
augmented_dataset\sandstorm\3128.jpg,sandstorm
augmented_dataset\sandstorm\3129.jpg,sandstorm
augmented_dataset\sandstorm\3130.jpg,sandstorm
augmented_dataset\sandstorm\3131.jpg,sandstorm
augmented_dataset\sandstorm\3132.jpg,sandstorm
augmented_dataset\sandstorm\3133.jpg,sandstorm
augmented_dataset\sandstorm\3134.jpg,sandstorm
augmented_dataset\sandstorm\3135.jpg,sandstorm
augmented_dataset\sandstorm\3136.jpg,sandstorm
augmented_dataset\sandstorm\3137.jpg,sandstorm
augmented_dataset\sandstorm\3138.jpg,sandstorm
augmented_dataset\sandstorm\3139.jpg,sandstorm
augmented_dataset\sandstorm\3140.jpg,sandstorm
augmented_dataset\sandstorm\3141.jpg,sandstorm
augmented_dataset\sandstorm\3142.jpg,sandstorm
augmented_dataset\sandstorm\3143.jpg,sandstorm
augmented_dataset\sandstorm\3144.jpg,sandstorm
augmented_dataset\sandstorm\3145.jpg,sandstorm
augmented_dataset\sandstorm\3146.jpg,sandstorm
augmented_dataset\sandstorm\3147.jpg,sandstorm
augmented_dataset\sandstorm\3148.jpg,sandstorm
augmented_dataset\sandstorm\3149.jpg,sandstorm
augmented_dataset\sandstorm\3150.jpg,sandstorm
augmented_dataset\sandstorm\3151.jpg,sandstorm
augmented_dataset\sandstorm\3152.jpg,sandstorm
augmented_dataset\sandstorm\3153.jpg,sandstorm
augmented_dataset\sandstorm\3154.jpg,sandstorm
augmented_dataset\sandstorm\3155.jpg,sandstorm
augmented_dataset\sandstorm\3156.jpg,sandstorm
augmented_dataset\sandstorm\3157.jpg,sandstorm
augmented_dataset\sandstorm\3158.jpg,sandstorm
augmented_dataset\sandstorm\3159.jpg,sandstorm
augmented_dataset\sandstorm\3160.jpg,sandstorm
augmented_dataset\sandstorm\3161.jpg,sandstorm
augmented_dataset\sandstorm\3162.jpg,sandstorm
augmented_dataset\sandstorm\3163.jpg,sandstorm
augmented_dataset\sandstorm\3164.jpg,sandstorm
augmented_dataset\sandstorm\3165.jpg,sandstorm
augmented_dataset\sandstorm\3166.jpg,sandstorm
augmented_dataset\sandstorm\3167.jpg,sandstorm
augmented_dataset\sandstorm\3168.jpg,sandstorm
augmented_dataset\sandstorm\3169.jpg,sandstorm
augmented_dataset\sandstorm\3170.jpg,sandstorm
augmented_dataset\sandstorm\3171.jpg,sandstorm
augmented_dataset\sandstorm\3172.jpg,sandstorm
augmented_dataset\sandstorm\3173.jpg,sandstorm
augmented_dataset\sandstorm\3174.jpg,sandstorm
augmented_dataset\sandstorm\3175.jpg,sandstorm
augmented_dataset\sandstorm\3176.jpg,sandstorm
augmented_dataset\sandstorm\3177.jpg,sandstorm
augmented_dataset\sandstorm\3178.jpg,sandstorm
augmented_dataset\sandstorm\3179.jpg,sandstorm
augmented_dataset\sandstorm\3180.jpg,sandstorm
augmented_dataset\sandstorm\3181.jpg,sandstorm
augmented_dataset\sandstorm\3182.jpg,sandstorm
augmented_dataset\sandstorm\3183.jpg,sandstorm
augmented_dataset\sandstorm\3184.jpg,sandstorm
augmented_dataset\sandstorm\3185.jpg,sandstorm
augmented_dataset\sandstorm\3186.jpg,sandstorm
augmented_dataset\sandstorm\3187.jpg,sandstorm
augmented_dataset\sandstorm\3188.jpg,sandstorm
augmented_dataset\sandstorm\3189.jpg,sandstorm
augmented_dataset\sandstorm\3190.jpg,sandstorm
augmented_dataset\sandstorm\3191.jpg,sandstorm
augmented_dataset\sandstorm\3192.jpg,sandstorm
augmented_dataset\sandstorm\3193.jpg,sandstorm
augmented_dataset\sandstorm\3194.jpg,sandstorm
augmented_dataset\sandstorm\3195.jpg,sandstorm
augmented_dataset\sandstorm\3196.jpg,sandstorm
augmented_dataset\sandstorm\3197.jpg,sandstorm
augmented_dataset\sandstorm\3198.jpg,sandstorm
augmented_dataset\sandstorm\3199.jpg,sandstorm
augmented_dataset\sandstorm\3200.jpg,sandstorm
augmented_dataset\sandstorm\3201.jpg,sandstorm
augmented_dataset\sandstorm\3202.jpg,sandstorm
augmented_dataset\sandstorm\3203.jpg,sandstorm
augmented_dataset\sandstorm\3204.jpg,sandstorm
augmented_dataset\sandstorm\3205.jpg,sandstorm
augmented_dataset\sandstorm\3206.jpg,sandstorm
augmented_dataset\sandstorm\3207.jpg,sandstorm
augmented_dataset\sandstorm\3208.jpg,sandstorm
augmented_dataset\sandstorm\3209.jpg,sandstorm
augmented_dataset\sandstorm\3210.jpg,sandstorm
augmented_dataset\sandstorm\3211.jpg,sandstorm
augmented_dataset\sandstorm\3212.jpg,sandstorm
augmented_dataset\sandstorm\3213.jpg,sandstorm
augmented_dataset\sandstorm\3214.jpg,sandstorm
augmented_dataset\sandstorm\3215.jpg,sandstorm
augmented_dataset\sandstorm\3216.jpg,sandstorm
augmented_dataset\sandstorm\3217.jpg,sandstorm
augmented_dataset\sandstorm\3218.jpg,sandstorm
augmented_dataset\sandstorm\3219.jpg,sandstorm
augmented_dataset\sandstorm\3220.jpg,sandstorm
augmented_dataset\sandstorm\3221.jpg,sandstorm
augmented_dataset\sandstorm\3222.jpg,sandstorm
augmented_dataset\sandstorm\3223.jpg,sandstorm
augmented_dataset\sandstorm\3224.jpg,sandstorm
augmented_dataset\sandstorm\3225.jpg,sandstorm
augmented_dataset\sandstorm\3226.jpg,sandstorm
augmented_dataset\sandstorm\3227.jpg,sandstorm
augmented_dataset\sandstorm\3228.jpg,sandstorm
augmented_dataset\sandstorm\3229.jpg,sandstorm
augmented_dataset\sandstorm\3230.jpg,sandstorm
augmented_dataset\sandstorm\3231.jpg,sandstorm
augmented_dataset\sandstorm\3232.jpg,sandstorm
augmented_dataset\sandstorm\3233.jpg,sandstorm
augmented_dataset\sandstorm\3234.jpg,sandstorm
augmented_dataset\sandstorm\3235.jpg,sandstorm
augmented_dataset\sandstorm\3236.jpg,sandstorm
augmented_dataset\sandstorm\3237.jpg,sandstorm
augmented_dataset\sandstorm\3238.jpg,sandstorm
augmented_dataset\sandstorm\3239.jpg,sandstorm
augmented_dataset\sandstorm\3240.jpg,sandstorm
augmented_dataset\sandstorm\3241.jpg,sandstorm
augmented_dataset\sandstorm\3242.jpg,sandstorm
augmented_dataset\sandstorm\3243.jpg,sandstorm
augmented_dataset\sandstorm\3244.jpg,sandstorm
augmented_dataset\sandstorm\3245.jpg,sandstorm
augmented_dataset\sandstorm\3246.jpg,sandstorm
augmented_dataset\sandstorm\3247.jpg,sandstorm
augmented_dataset\sandstorm\3248.jpg,sandstorm
augmented_dataset\sandstorm\3249.jpg,sandstorm
augmented_dataset\sandstorm\3250.jpg,sandstorm
augmented_dataset\sandstorm\3251.jpg,sandstorm
augmented_dataset\sandstorm\3252.jpg,sandstorm
augmented_dataset\sandstorm\3253.jpg,sandstorm
augmented_dataset\sandstorm\3254.jpg,sandstorm
augmented_dataset\sandstorm\3255.jpg,sandstorm
augmented_dataset\sandstorm\3256.jpg,sandstorm
augmented_dataset\sandstorm\3257.jpg,sandstorm
augmented_dataset\sandstorm\3258.jpg,sandstorm
augmented_dataset\sandstorm\3259.jpg,sandstorm
augmented_dataset\sandstorm\3260.jpg,sandstorm
augmented_dataset\sandstorm\3261.jpg,sandstorm
augmented_dataset\sandstorm\3262.jpg,sandstorm
augmented_dataset\sandstorm\3263.jpg,sandstorm
augmented_dataset\sandstorm\3264.jpg,sandstorm
augmented_dataset\sandstorm\3265.jpg,sandstorm
augmented_dataset\sandstorm\3266.jpg,sandstorm
augmented_dataset\sandstorm\3267.jpg,sandstorm
augmented_dataset\sandstorm\3268.jpg,sandstorm
augmented_dataset\sandstorm\3269.jpg,sandstorm
augmented_dataset\sandstorm\3270.jpg,sandstorm
augmented_dataset\sandstorm\3271.jpg,sandstorm
augmented_dataset\sandstorm\3272.jpg,sandstorm
augmented_dataset\sandstorm\3273.jpg,sandstorm
augmented_dataset\sandstorm\3274.jpg,sandstorm
augmented_dataset\sandstorm\3275.jpg,sandstorm
augmented_dataset\sandstorm\3276.jpg,sandstorm
augmented_dataset\sandstorm\3277.jpg,sandstorm
augmented_dataset\sandstorm\3278.jpg,sandstorm
augmented_dataset\sandstorm\3279.jpg,sandstorm
augmented_dataset\sandstorm\3280.jpg,sandstorm
augmented_dataset\sandstorm\3281.jpg,sandstorm
augmented_dataset\sandstorm\3282.jpg,sandstorm
augmented_dataset\sandstorm\3283.jpg,sandstorm
augmented_dataset\sandstorm\3284.jpg,sandstorm
augmented_dataset\sandstorm\3285.jpg,sandstorm
augmented_dataset\sandstorm\3286.jpg,sandstorm
augmented_dataset\sandstorm\3287.jpg,sandstorm
augmented_dataset\sandstorm\3288.jpg,sandstorm
augmented_dataset\sandstorm\3289.jpg,sandstorm
augmented_dataset\sandstorm\3290.jpg,sandstorm
augmented_dataset\sandstorm\3291.jpg,sandstorm
augmented_dataset\sandstorm\3292.jpg,sandstorm
augmented_dataset\sandstorm\3293.jpg,sandstorm
augmented_dataset\sandstorm\3294.jpg,sandstorm
augmented_dataset\sandstorm\3295.jpg,sandstorm
augmented_dataset\sandstorm\3296.jpg,sandstorm
augmented_dataset\sandstorm\3297.jpg,sandstorm
augmented_dataset\sandstorm\3298.jpg,sandstorm
augmented_dataset\sandstorm\3299.jpg,sandstorm
augmented_dataset\sandstorm\3300.jpg,sandstorm
augmented_dataset\sandstorm\3301.jpg,sandstorm
augmented_dataset\sandstorm\3302.jpg,sandstorm
augmented_dataset\sandstorm\3303.jpg,sandstorm
augmented_dataset\sandstorm\3304.jpg,sandstorm
augmented_dataset\sandstorm\3305.jpg,sandstorm
augmented_dataset\sandstorm\3306.jpg,sandstorm
augmented_dataset\sandstorm\3307.jpg,sandstorm
augmented_dataset\sandstorm\3308.jpg,sandstorm
augmented_dataset\sandstorm\3309.jpg,sandstorm
augmented_dataset\sandstorm\3310.jpg,sandstorm
augmented_dataset\sandstorm\3311.jpg,sandstorm
augmented_dataset\sandstorm\3312.jpg,sandstorm
augmented_dataset\sandstorm\3313.jpg,sandstorm
augmented_dataset\sandstorm\3314.jpg,sandstorm
augmented_dataset\sandstorm\3315.jpg,sandstorm
augmented_dataset\sandstorm\3316.jpg,sandstorm
augmented_dataset\sandstorm\3317.jpg,sandstorm
augmented_dataset\sandstorm\3318.jpg,sandstorm
augmented_dataset\sandstorm\3319.jpg,sandstorm
augmented_dataset\sandstorm\3320.jpg,sandstorm
augmented_dataset\sandstorm\3321.jpg,sandstorm
augmented_dataset\sandstorm\3322.jpg,sandstorm
augmented_dataset\sandstorm\3323.jpg,sandstorm
augmented_dataset\sandstorm\3324.jpg,sandstorm
augmented_dataset\sandstorm\3325.jpg,sandstorm
augmented_dataset\sandstorm\3326.jpg,sandstorm
augmented_dataset\sandstorm\3327.jpg,sandstorm
augmented_dataset\sandstorm\3328.jpg,sandstorm
augmented_dataset\sandstorm\3329.jpg,sandstorm
augmented_dataset\sandstorm\3330.jpg,sandstorm
augmented_dataset\sandstorm\3331.jpg,sandstorm
augmented_dataset\sandstorm\3332.jpg,sandstorm
augmented_dataset\sandstorm\3333.jpg,sandstorm
augmented_dataset\sandstorm\3334.jpg,sandstorm
augmented_dataset\sandstorm\3335.jpg,sandstorm
augmented_dataset\sandstorm\3336.jpg,sandstorm
augmented_dataset\sandstorm\3337.jpg,sandstorm
augmented_dataset\sandstorm\3338.jpg,sandstorm
augmented_dataset\sandstorm\3339.jpg,sandstorm
augmented_dataset\sandstorm\3340.jpg,sandstorm
augmented_dataset\sandstorm\3341.jpg,sandstorm
augmented_dataset\sandstorm\3342.jpg,sandstorm
augmented_dataset\sandstorm\3343.jpg,sandstorm
augmented_dataset\sandstorm\3344.jpg,sandstorm
augmented_dataset\sandstorm\3345.jpg,sandstorm
augmented_dataset\sandstorm\3346.jpg,sandstorm
augmented_dataset\sandstorm\3347.jpg,sandstorm
augmented_dataset\sandstorm\3348.jpg,sandstorm
augmented_dataset\sandstorm\3349.jpg,sandstorm
augmented_dataset\sandstorm\3350.jpg,sandstorm
augmented_dataset\sandstorm\3351.jpg,sandstorm
augmented_dataset\sandstorm\3352.jpg,sandstorm
augmented_dataset\sandstorm\3353.jpg,sandstorm
augmented_dataset\sandstorm\3354.jpg,sandstorm
augmented_dataset\sandstorm\3355.jpg,sandstorm
augmented_dataset\sandstorm\3356.jpg,sandstorm
augmented_dataset\sandstorm\3357.jpg,sandstorm
augmented_dataset\sandstorm\3358.jpg,sandstorm
augmented_dataset\sandstorm\3359.jpg,sandstorm
augmented_dataset\sandstorm\3360.jpg,sandstorm
augmented_dataset\sandstorm\3361.jpg,sandstorm
augmented_dataset\sandstorm\3362.jpg,sandstorm
augmented_dataset\sandstorm\3363.jpg,sandstorm
augmented_dataset\sandstorm\3364.jpg,sandstorm
augmented_dataset\sandstorm\3365.jpg,sandstorm
augmented_dataset\sandstorm\3366.jpg,sandstorm
augmented_dataset\sandstorm\3367.jpg,sandstorm
augmented_dataset\sandstorm\3368.jpg,sandstorm
augmented_dataset\sandstorm\3369.jpg,sandstorm
augmented_dataset\sandstorm\3370.jpg,sandstorm
augmented_dataset\sandstorm\3371.jpg,sandstorm
augmented_dataset\sandstorm\3372.jpg,sandstorm
augmented_dataset\sandstorm\3373.jpg,sandstorm
augmented_dataset\sandstorm\3374.jpg,sandstorm
augmented_dataset\sandstorm\3375.jpg,sandstorm
augmented_dataset\sandstorm\3376.jpg,sandstorm
augmented_dataset\sandstorm\3377.jpg,sandstorm
augmented_dataset\sandstorm\3378.jpg,sandstorm
augmented_dataset\sandstorm\3379.jpg,sandstorm
augmented_dataset\sandstorm\3380.jpg,sandstorm
augmented_dataset\sandstorm\3381.jpg,sandstorm
augmented_dataset\sandstorm\3382.jpg,sandstorm
augmented_dataset\sandstorm\3383.jpg,sandstorm
augmented_dataset\sandstorm\3384.jpg,sandstorm
augmented_dataset\sandstorm\3385.jpg,sandstorm
augmented_dataset\sandstorm\3386.jpg,sandstorm
augmented_dataset\sandstorm\3387.jpg,sandstorm
augmented_dataset\sandstorm\3388.jpg,sandstorm
augmented_dataset\sandstorm\3389.jpg,sandstorm
augmented_dataset\sandstorm\3390.jpg,sandstorm
augmented_dataset\sandstorm\3391.jpg,sandstorm
augmented_dataset\sandstorm\3392.jpg,sandstorm
augmented_dataset\sandstorm\3393.jpg,sandstorm
augmented_dataset\sandstorm\3394.jpg,sandstorm
augmented_dataset\sandstorm\3395.jpg,sandstorm
augmented_dataset\sandstorm\3396.jpg,sandstorm
augmented_dataset\sandstorm\3397.jpg,sandstorm
augmented_dataset\sandstorm\3398.jpg,sandstorm
augmented_dataset\sandstorm\3399.jpg,sandstorm
augmented_dataset\sandstorm\3400.jpg,sandstorm
augmented_dataset\sandstorm\3401.jpg,sandstorm
augmented_dataset\sandstorm\3402.jpg,sandstorm
augmented_dataset\sandstorm\3403.jpg,sandstorm
augmented_dataset\sandstorm\3404.jpg,sandstorm
augmented_dataset\sandstorm\3405.jpg,sandstorm
augmented_dataset\sandstorm\3406.jpg,sandstorm
augmented_dataset\sandstorm\3407.jpg,sandstorm
augmented_dataset\sandstorm\3408.jpg,sandstorm
augmented_dataset\sandstorm\3409.jpg,sandstorm
augmented_dataset\sandstorm\3410.jpg,sandstorm
augmented_dataset\sandstorm\3411.jpg,sandstorm
augmented_dataset\sandstorm\3412.jpg,sandstorm
augmented_dataset\sandstorm\3413.jpg,sandstorm
augmented_dataset\sandstorm\3414.jpg,sandstorm
augmented_dataset\sandstorm\3415.jpg,sandstorm
augmented_dataset\sandstorm\3416.jpg,sandstorm
augmented_dataset\sandstorm\3417.jpg,sandstorm
augmented_dataset\sandstorm\3418.jpg,sandstorm
augmented_dataset\sandstorm\3419.jpg,sandstorm
augmented_dataset\sandstorm\3420.jpg,sandstorm
augmented_dataset\sandstorm\3421.jpg,sandstorm
augmented_dataset\sandstorm\3422.jpg,sandstorm
augmented_dataset\sandstorm\3423.jpg,sandstorm
augmented_dataset\sandstorm\3424.jpg,sandstorm
augmented_dataset\sandstorm\3425.jpg,sandstorm
augmented_dataset\sandstorm\3426.jpg,sandstorm
augmented_dataset\sandstorm\3427.jpg,sandstorm
augmented_dataset\sandstorm\3428.jpg,sandstorm
augmented_dataset\sandstorm\3429.jpg,sandstorm
augmented_dataset\sandstorm\3430.jpg,sandstorm
augmented_dataset\sandstorm\3431.jpg,sandstorm
augmented_dataset\sandstorm\3432.jpg,sandstorm
augmented_dataset\sandstorm\3433.jpg,sandstorm
augmented_dataset\sandstorm\3434.jpg,sandstorm
augmented_dataset\sandstorm\3435.jpg,sandstorm
augmented_dataset\sandstorm\3436.jpg,sandstorm
augmented_dataset\sandstorm\3437.jpg,sandstorm
augmented_dataset\sandstorm\3438.jpg,sandstorm
augmented_dataset\sandstorm\3439.jpg,sandstorm
augmented_dataset\sandstorm\3440.jpg,sandstorm
augmented_dataset\sandstorm\3441.jpg,sandstorm
augmented_dataset\sandstorm\3442.jpg,sandstorm
augmented_dataset\sandstorm\3443.jpg,sandstorm
augmented_dataset\sandstorm\3444.jpg,sandstorm
augmented_dataset\sandstorm\3445.jpg,sandstorm
augmented_dataset\sandstorm\3446.jpg,sandstorm
augmented_dataset\sandstorm\3447.jpg,sandstorm
augmented_dataset\sandstorm\3448.jpg,sandstorm
augmented_dataset\sandstorm\3449.jpg,sandstorm
augmented_dataset\sandstorm\3450.jpg,sandstorm
augmented_dataset\sandstorm\3451.jpg,sandstorm
augmented_dataset\sandstorm\3452.jpg,sandstorm
augmented_dataset\sandstorm\3453.jpg,sandstorm
augmented_dataset\sandstorm\3454.jpg,sandstorm
augmented_dataset\sandstorm\3455.jpg,sandstorm
augmented_dataset\sandstorm\3456.jpg,sandstorm
augmented_dataset\sandstorm\3457.jpg,sandstorm
augmented_dataset\sandstorm\3458.jpg,sandstorm
augmented_dataset\sandstorm\3459.jpg,sandstorm
augmented_dataset\sandstorm\3460.jpg,sandstorm
augmented_dataset\sandstorm\3461.jpg,sandstorm
augmented_dataset\sandstorm\3462.jpg,sandstorm
augmented_dataset\sandstorm\3463.jpg,sandstorm
augmented_dataset\sandstorm\3464.jpg,sandstorm
augmented_dataset\sandstorm\3465.jpg,sandstorm
augmented_dataset\sandstorm\3466.jpg,sandstorm
augmented_dataset\sandstorm\3467.jpg,sandstorm
augmented_dataset\sandstorm\3468.jpg,sandstorm
augmented_dataset\sandstorm\3469.jpg,sandstorm
augmented_dataset\sandstorm\3470.jpg,sandstorm
augmented_dataset\sandstorm\3471.jpg,sandstorm
augmented_dataset\sandstorm\3472.jpg,sandstorm
augmented_dataset\sandstorm\3473.jpg,sandstorm
augmented_dataset\sandstorm\3474.jpg,sandstorm
augmented_dataset\sandstorm\3475.jpg,sandstorm
augmented_dataset\sandstorm\3476.jpg,sandstorm
augmented_dataset\sandstorm\3477.jpg,sandstorm
augmented_dataset\sandstorm\3478.jpg,sandstorm
augmented_dataset\sandstorm\3479.jpg,sandstorm
augmented_dataset\sandstorm\3480.jpg,sandstorm
augmented_dataset\sandstorm\3481.jpg,sandstorm
augmented_dataset\sandstorm\3482.jpg,sandstorm
augmented_dataset\sandstorm\3483.jpg,sandstorm
augmented_dataset\sandstorm\3484.jpg,sandstorm
augmented_dataset\sandstorm\3485.jpg,sandstorm
augmented_dataset\sandstorm\3486.jpg,sandstorm
augmented_dataset\sandstorm\3487.jpg,sandstorm
augmented_dataset\sandstorm\3488.jpg,sandstorm
augmented_dataset\sandstorm\3489.jpg,sandstorm
